Nombre;NombreCentro;Region;Articulo;NombreArticulo;Estado;Modelo;EANUPC;Temporada;typefield;Cantidad;date;OnHand
0002;L INSURGENTES;DF;78794593;RELOJ KC KC3893 CABALLERO ACERO, ACERO;Activo;KC3893;20571059856;Compra única;0013; 1.0;2011/06/01;
0002;L INSURGENTES;DF;78794593;RELOJ KC KC3893 CABALLERO ACERO, ACERO;Activo;KC3893;20571059856;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;84380431;RELOJ KC KC1636 CABALLERO CAUCH, NEGRO;Desactivado;KC1636;20571066496;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0001; 1.0;2012/06/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0008; 1.0;2011/11/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0009; 1.0;2011/10/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0014; 1.0;2011/05/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0016; 1.0;2011/03/01;0
0002;L INSURGENTES;DF;84380440;RELOJ KC KC1639 CABALLERO CAUCH, NEGRO;Activo;KC1639;20571066526;Compra única;0019; 1.0;2010/12/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0001; 1.0;2012/06/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0009; 1.0;2011/10/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;84380458;RELOJ KC KC1640 CABALLERO CAUCH, NEGRO;Activo;KC1640;20571066533;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0003; 1.0;2012/04/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0015; 1.0;2011/04/01;0
0002;L INSURGENTES;DF;84380482;RELOJ KC KC1666 CABALLERO CAUC, BLANCO;Activo;KC1666;20571069305;Compra única;0018; 1.0;2011/01/01;0
0002;L INSURGENTES;DF;84380491;RELOJ KC KC1669 CABALLE, AZUL ELECTRIC;Activo;KC1669;20571069442;Compra única;0004; 1.0;2012/03/01;2
0002;L INSURGENTES;DF;84380491;RELOJ KC KC1669 CABALLE, AZUL ELECTRIC;Activo;KC1669;20571069442;Compra única;0008;-1.0;2011/11/01;2
0002;L INSURGENTES;DF;84380491;RELOJ KC KC1669 CABALLE, AZUL ELECTRIC;Activo;KC1669;20571069442;Compra única;0012; 1.0;2011/07/01;2
0002;L INSURGENTES;DF;84380491;RELOJ KC KC1669 CABALLE, AZUL ELECTRIC;Activo;KC1669;20571069442;Compra única;0013; 1.0;2011/06/01;2
0002;L INSURGENTES;DF;84380491;RELOJ KC KC1669 CABALLE, AZUL ELECTRIC;Activo;KC1669;20571069442;Compra única;0019; 1.0;2010/12/01;2
0002;L INSURGENTES;DF;84380547;RELOJ KC KC2570 DAMA COMBINADO, NEGRO;Desactivado;KC2570;20571066700;Compra única;0018; 1.0;2011/01/01;
0002;L INSURGENTES;DF;84380555;RELOJ KC KC2571 DAMA COMBINADO, BLANCO;Desactivado;KC2571;20571066717;Compra única;0013; 1.0;2011/06/01;
0002;L INSURGENTES;DF;84380555;RELOJ KC KC2571 DAMA COMBINADO, BLANCO;Desactivado;KC2571;20571066717;Compra única;0019;-1.0;2010/12/01;
0002;L INSURGENTES;DF;84380628;RELOJ KC KC3872 CABALLERO ACERO, PLATA;Desactivado;KC3872;20571048621;Compra única;0014; 1.0;2011/05/01;
0002;L INSURGENTES;DF;84380644;RELOJ KC KC3894 CABALLERO ACERO, NEGRO;Desactivado;KC3894;20571059863;Compra única;0018; 1.0;2011/01/01;
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0002; 1.0;2012/05/01;2
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0004; 1.0;2012/03/01;2
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0008; 1.0;2011/11/01;2
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0009; 2.0;2011/10/01;2
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0015; 1.0;2011/04/01;2
0002;L INSURGENTES;DF;84380652;RELOJ KC KC3903 CABALLERO ACERO, NEGRO;Activo;KC3903;20571066656;Compra única;0019; 2.0;2010/12/01;2
0002;L INSURGENTES;DF;84380679;RELOJ KC KC3910 CABALLERO ACERO, PLATA;Desactivado;KC3910;20571068605;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;84380695;RELOJ KC KC3915 CABALLERO ACERO, PLATA;Desactivado;KC3915;20571069633;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;84380717;RELOJ KC KC4679 DAMA ACERO, ORO;Desactivado;KC4679;20571065284;Compra única;0017; 1.0;2011/02/01;
0002;L INSURGENTES;DF;84380725;RELOJ KC KC4687 DAMA ACERO, PLATA;Desactivado;KC4687;20571065543;Compra única;0012;-1.0;2011/07/01;
0002;L INSURGENTES;DF;84380733;RELOJ KC KC4688 DAMA ACERO, PLATA;Activo;KC4688;20571066830;Compra única;0011; 1.0;2011/08/01;
0002;L INSURGENTES;DF;84380741;RELOJ KC KC4690 DAMA ACERO, PLATA;Desactivado;KC4690;20571066854;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;84380768;RELOJ KC KC4776 DAMA ACERO, PLATA;Activo;KC4776;20571059870;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;84380768;RELOJ KC KC4776 DAMA ACERO, PLATA;Activo;KC4776;20571059870;Compra única;0018; 1.0;2011/01/01;0
0002;L INSURGENTES;DF;84380792;RELOJ KC KC6043 DAMA PIEL, NEGRO;Activo;KC6043;20571443518;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88134982;RELOJ KC KC1626 ELEGANCE CABAL, BLANCO;Activo;KC1626;20571065918;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;88134991;RELOJ KC KC1659 ELEGANCE CABA, NARANJA;Activo;KC1659;20571069237;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88134991;RELOJ KC KC1659 ELEGANCE CABA, NARANJA;Activo;KC1659;20571069237;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;88134991;RELOJ KC KC1659 ELEGANCE CABA, NARANJA;Activo;KC1659;20571069237;Compra única;0014; 1.0;2011/05/01;0
0002;L INSURGENTES;DF;88135008;RELOJ KC KC1661 ELEGANCE CABALLE, AZUL;Desactivado;KC1661;20571069251;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;88135024;RELOJ KC KC1665 ELEGANCE CABA, NARANJA;Activo;KC1665;20571069299;Compra única;0009; 1.0;2011/10/01;3
0002;L INSURGENTES;DF;88135024;RELOJ KC KC1665 ELEGANCE CABA, NARANJA;Activo;KC1665;20571069299;Compra única;0012; 2.0;2011/07/01;3
0002;L INSURGENTES;DF;88135024;RELOJ KC KC1665 ELEGANCE CABA, NARANJA;Activo;KC1665;20571069299;Compra única;0013; 1.0;2011/06/01;3
0002;L INSURGENTES;DF;88135024;RELOJ KC KC1665 ELEGANCE CABA, NARANJA;Activo;KC1665;20571069299;Compra única;0018; 1.0;2011/01/01;3
0002;L INSURGENTES;DF;88135024;RELOJ KC KC1665 ELEGANCE CABA, NARANJA;Activo;KC1665;20571069299;Compra única;0019; 1.0;2010/12/01;3
0002;L INSURGENTES;DF;88135032;RELOJ KC KC1668 ELEGANCE CABALL, NEGRO;Activo;KC1668;20571069435;Compra única;0003; 1.0;2012/04/01;0
0002;L INSURGENTES;DF;88135032;RELOJ KC KC1668 ELEGANCE CABALL, NEGRO;Activo;KC1668;20571069435;Compra única;0006; 1.0;2012/01/01;0
0002;L INSURGENTES;DF;88135032;RELOJ KC KC1668 ELEGANCE CABALL, NEGRO;Activo;KC1668;20571069435;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135032;RELOJ KC KC1668 ELEGANCE CABALL, NEGRO;Activo;KC1668;20571069435;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;88135032;RELOJ KC KC1668 ELEGANCE CABALL, NEGRO;Activo;KC1668;20571069435;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135041;RELOJ KC KC1671 ELEGANCE CABALLE, AZUL;Activo;KC1671;20571069480;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;88135041;RELOJ KC KC1671 ELEGANCE CABALLE, AZUL;Activo;KC1671;20571069480;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135041;RELOJ KC KC1671 ELEGANCE CABALLE, AZUL;Activo;KC1671;20571069480;Compra única;0008; 1.0;2011/11/01;0
0002;L INSURGENTES;DF;88135041;RELOJ KC KC1671 ELEGANCE CABALLE, AZUL;Activo;KC1671;20571069480;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;88135059;RELOJ KC KC1674 ELEGANCE CABALL, NEGRO;Activo;KC1674;20571069510;Compra única;0002; 1.0;2012/05/01;1
0002;L INSURGENTES;DF;88135059;RELOJ KC KC1674 ELEGANCE CABALL, NEGRO;Activo;KC1674;20571069510;Compra única;0007; 1.0;2011/12/01;1
0002;L INSURGENTES;DF;88135059;RELOJ KC KC1674 ELEGANCE CABALL, NEGRO;Activo;KC1674;20571069510;Compra única;0008; 1.0;2011/11/01;1
0002;L INSURGENTES;DF;88135059;RELOJ KC KC1674 ELEGANCE CABALL, NEGRO;Activo;KC1674;20571069510;Compra única;0009; 1.0;2011/10/01;1
0002;L INSURGENTES;DF;88135059;RELOJ KC KC1674 ELEGANCE CABALL, NEGRO;Activo;KC1674;20571069510;Compra única;0015; 1.0;2011/04/01;1
0002;L INSURGENTES;DF;88135067;RELOJ KC KC1683 ELEGANCE CABALL, NEGRO;Activo;KC1683;20571071919;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;88135067;RELOJ KC KC1683 ELEGANCE CABALL, NEGRO;Activo;KC1683;20571071919;Compra única;0008; 1.0;2011/11/01;0
0002;L INSURGENTES;DF;88135067;RELOJ KC KC1683 ELEGANCE CABALL, NEGRO;Activo;KC1683;20571071919;Compra única;0011; 1.0;2011/08/01;0
0002;L INSURGENTES;DF;88135067;RELOJ KC KC1683 ELEGANCE CABALL, NEGRO;Activo;KC1683;20571071919;Compra única;0014; 1.0;2011/05/01;0
0002;L INSURGENTES;DF;88135067;RELOJ KC KC1683 ELEGANCE CABALL, NEGRO;Activo;KC1683;20571071919;Compra única;0015; 0.0;2011/04/01;0
0002;L INSURGENTES;DF;88135075;RELOJ KC KC1686 ELEGANCE CABALL, NEGRO;Activo;KC1686;20571071957;Compra única;0014; 1.0;2011/05/01;
0002;L INSURGENTES;DF;88135075;RELOJ KC KC1686 ELEGANCE CABALL, NEGRO;Activo;KC1686;20571071957;Compra única;0019; 1.0;2010/12/01;
0002;L INSURGENTES;DF;88135083;RELOJ KC KC1687 ELEGANCE CABALL, NEGRO;Activo;KC1687;20571071964;Compra única;0013; 1.0;2011/06/01;2
0002;L INSURGENTES;DF;88135091;RELOJ KC KC1696 ELEGANCE CABALL, NEGRO;Activo;KC1696;20571072107;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135105;RELOJ KC KC1697 ELEGANCE CABALL, NEGRO;Activo;KC1697;20571073494;Compra única;0001; 1.0;2012/06/01;0
0002;L INSURGENTES;DF;88135105;RELOJ KC KC1697 ELEGANCE CABALL, NEGRO;Activo;KC1697;20571073494;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;88135105;RELOJ KC KC1697 ELEGANCE CABALL, NEGRO;Activo;KC1697;20571073494;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135105;RELOJ KC KC1697 ELEGANCE CABALL, NEGRO;Activo;KC1697;20571073494;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135105;RELOJ KC KC1697 ELEGANCE CABALL, NEGRO;Activo;KC1697;20571073494;Compra única;0014; 1.0;2011/05/01;0
0002;L INSURGENTES;DF;88135113;RELOJ KC KC1698 ELEGANCE CABALL, NEGRO;Activo;KC1698;20571073500;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88135113;RELOJ KC KC1698 ELEGANCE CABALL, NEGRO;Activo;KC1698;20571073500;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135113;RELOJ KC KC1698 ELEGANCE CABALL, NEGRO;Activo;KC1698;20571073500;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135113;RELOJ KC KC1698 ELEGANCE CABALL, NEGRO;Activo;KC1698;20571073500;Compra única;0014; 0.0;2011/05/01;0
0002;L INSURGENTES;DF;88135113;RELOJ KC KC1698 ELEGANCE CABALL, NEGRO;Activo;KC1698;20571073500;Compra única;0019; 0.0;2010/12/01;0
0002;L INSURGENTES;DF;88135121;RELOJ KC KC1699 ELEGANCE CABAL, BLANCO;Activo;KC1699;20571073692;Compra única;0002; 1.0;2012/05/01;1
0002;L INSURGENTES;DF;88135121;RELOJ KC KC1699 ELEGANCE CABAL, BLANCO;Activo;KC1699;20571073692;Compra única;0010; 1.0;2011/09/01;1
0002;L INSURGENTES;DF;88135121;RELOJ KC KC1699 ELEGANCE CABAL, BLANCO;Activo;KC1699;20571073692;Compra única;0011; 1.0;2011/08/01;1
0002;L INSURGENTES;DF;88135121;RELOJ KC KC1699 ELEGANCE CABAL, BLANCO;Activo;KC1699;20571073692;Compra única;0012; 1.0;2011/07/01;1
0002;L INSURGENTES;DF;88135121;RELOJ KC KC1699 ELEGANCE CABAL, BLANCO;Activo;KC1699;20571073692;Compra única;0014; 1.0;2011/05/01;1
0002;L INSURGENTES;DF;88135130;RELOJ KC KC1700 ELEGANCE CABALL, NEGRO;Activo;KC1700;20571073708;Compra única;0009; 1.0;2011/10/01;0
0002;L INSURGENTES;DF;88135130;RELOJ KC KC1700 ELEGANCE CABALL, NEGRO;Activo;KC1700;20571073708;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;88135148;RELOJ KC KC1713 ELEGANCE CABALL, NEGRO;Activo;KC1713;20571076792;Compra única;0001; 1.0;2012/06/01;0
0002;L INSURGENTES;DF;88135164;RELOJ KC KC1715 ELEGANCE CABALLE, CAFE;Activo;KC1715;20571076846;Compra única;0003; 1.0;2012/04/01;0
0002;L INSURGENTES;DF;88135172;RELOJ KC KC1716 ELEGANCE CABAL, BLANCO;Activo;KC1716;20571076853;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88135172;RELOJ KC KC1716 ELEGANCE CABAL, BLANCO;Activo;KC1716;20571076853;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135172;RELOJ KC KC1716 ELEGANCE CABAL, BLANCO;Activo;KC1716;20571076853;Compra única;0009; 1.0;2011/10/01;0
0002;L INSURGENTES;DF;88135181;RELOJ KC KC1717 ELEGANCE CABALL, NEGRO;Activo;KC1717;20571076877;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;88135181;RELOJ KC KC1717 ELEGANCE CABALL, NEGRO;Activo;KC1717;20571076877;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;88135199;RELOJ KC KC1720 ELEGANCE CABALLE, CAFE;Activo;KC1720;20571076976;Compra única;0014; 1.0;2011/05/01;2
0002;L INSURGENTES;DF;88135202;RELOJ KC KC1724 ELEGANCE CABALL, NEGRO;Activo;KC1724;20571077034;Compra única;0009; 1.0;2011/10/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0003; 1.0;2012/04/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0012; 0.0;2011/07/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135211;RELOJ KC KC1727 ELEGANCE CABALL, NEGRO;Activo;KC1727;20571077089;Compra única;0015; 1.0;2011/04/01;0
0002;L INSURGENTES;DF;88135229;RELOJ KC KC1744 ELEGANCE CABALL, NEGRO;Activo;KC1744;20571078406;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0002; 1.0;2012/05/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0003; 1.0;2012/04/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0004; 1.0;2012/03/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0006; 1.0;2012/01/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0007; 1.0;2011/12/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0008; 1.0;2011/11/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135237;RELOJ KC KC2591 ELEGANCE DAMA, BLANCO;Activo;KC2591;20571072374;Compra única;0019; 1.0;2010/12/01;0
0002;L INSURGENTES;DF;88135245;RELOJ KC KC2592 ELEGANCE DAMA PI, CAFE;Activo;KC2592;20571072381;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;88135245;RELOJ KC KC2592 ELEGANCE DAMA PI, CAFE;Activo;KC2592;20571072381;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135245;RELOJ KC KC2592 ELEGANCE DAMA PI, CAFE;Activo;KC2592;20571072381;Compra única;0015; 1.0;2011/04/01;0
0002;L INSURGENTES;DF;88135253;RELOJ KC KC2593 ELEGANCE DAMA P, NEGRO;Activo;KC2593;20571072060;Compra única;0004; 1.0;2012/03/01;2
0002;L INSURGENTES;DF;88135253;RELOJ KC KC2593 ELEGANCE DAMA P, NEGRO;Activo;KC2593;20571072060;Compra única;0006; 1.0;2012/01/01;2
0002;L INSURGENTES;DF;88135253;RELOJ KC KC2593 ELEGANCE DAMA P, NEGRO;Activo;KC2593;20571072060;Compra única;0013; 1.0;2011/06/01;2
0002;L INSURGENTES;DF;88135253;RELOJ KC KC2593 ELEGANCE DAMA P, NEGRO;Activo;KC2593;20571072060;Compra única;0014; 1.0;2011/05/01;2
0002;L INSURGENTES;DF;88135253;RELOJ KC KC2593 ELEGANCE DAMA P, NEGRO;Activo;KC2593;20571072060;Compra única;0018; 1.0;2011/01/01;2
0002;L INSURGENTES;DF;88135261;RELOJ KC KC2597 ELEGANCE DAMA PI, CAFE;Activo;KC2597;20571076747;Compra única;0007; 2.0;2011/12/01;0
0002;L INSURGENTES;DF;88135261;RELOJ KC KC2597 ELEGANCE DAMA PI, CAFE;Activo;KC2597;20571076747;Compra única;0010; 1.0;2011/09/01;0
0002;L INSURGENTES;DF;88135261;RELOJ KC KC2597 ELEGANCE DAMA PI, CAFE;Activo;KC2597;20571076747;Compra única;0012; 1.0;2011/07/01;0
0002;L INSURGENTES;DF;88135261;RELOJ KC KC2597 ELEGANCE DAMA PI, CAFE;Activo;KC2597;20571076747;Compra única;0013; 1.0;2011/06/01;0
0002;L INSURGENTES;DF;88135270;RELOJ KC KC2598 ELEGANCE DAMA, BLANCO;Activo;KC2598;20571076785;Compra única;0013; 1.0;2011/06/01;2
0002;L INSURGENTES;DF;88135288;RELOJ KC KC2603 ELEGANCE DAMA P, NEGRO;Activo;KC2603;20571078826;Compra única;0001; 1.0;2012/06/01;0
